Name,mean_A2B,X_EA,X_Z,X_IEII,X_Rvdw,mean_X2X,A_Rvdw,mean_A2X,A_IEI,E_coh,A_ChiA,std_A2X,A_ChiP,A_EA,B_Hf,std_B2X,X_G,B_MP,X_Kappa,A_MP,B_Kappa,B_Z,OF,A_Kappa,A_Z,B_Ra,B_Rho,A_CvM,X_MV,A_G,B_EA,A_B,std_X2X,B_CvM,B_ChiP,TF,std_A2B,X_IEI,B_IEI,B_MV
CdSnO3,-0.09536973534963208,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.5631132918774263,-0.9162354473546817,0.1659332448594982,3.458339203785849,0.15943552248317877,2.4740526409006036,1.3150272435727761,2.471633720024258,-2.098911543293342,-0.6140501411561988,1.0939201720949867,0.1875186870247729,-0.9134314091735322,-0.36743055569971245,-0.08390519309032034,-0.3375536353448668,0.2037539482647604,-0.016880895064285566,0.4896688444624787,0.5125977413040287,0.10926575515053574,-0.19460179111363068,-0.5176244620666121,0.3591888364420176,3.073123895106324,0.3098214776512138,1.910534630705794,-0.4582908422355315,-0.41334182814938536,0.13028652128682133,-0.3434856439895354,1.1500190450864771,-0.13972707114795316,-0.4341378038282253,0.36460567401962946
CsAuBr3,2.1085680533882223,1.378505317491239,2.22839449724228,-2.0093282243361874,1.7396670532170564,1.677839516402616,1.2958250242886833,1.9793199007878086,-0.9651200656890332,1.2285792383398288,-0.8407339064052304,-0.9201578051016533,-0.7067486311410681,0.45880005861213174,-0.35844491382221866,-0.38215912067042784,0.4554025256315916,-0.12926830943759074,0.6250012383122826,-0.6210181013613454,2.503340245117083,1.3005269412444447,0.28301912666609114,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.7808829971166347,-0.5029990157150751,1.1499434274719789,-0.4390176993009034,1.6582736387528754,-0.45912072520836905,-0.1677145335104631,-0.5773145906792347,1.288388932725229,-0.6059774440746987,-0.7205654257996832,-1.212527638261307,0.8950203945944912,-0.6327746749098343
CsAuCl3,1.7352216684911266,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577153,1.436259070187695,1.2958250242886833,1.6078083385631174,-0.9651200656890332,1.1182305072220173,-0.8407339064052304,-0.9288767274016096,-0.7067486311410681,0.45880005861213174,-0.35844491382221866,-0.31350515773155463,0.4554025256315916,-0.12926830943759074,-0.5552510878997988,-0.6210181013613454,2.503340245117083,1.3005269412444447,0.5379343152504835,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.7808829971166347,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,1.6582736387528754,-0.45912072520836905,0.03569130686249242,-0.5773145906792347,1.288388932725229,-0.5422945493061394,-0.7205654257996813,-0.5264644661108842,0.8950203945944912,-0.6327746749098343
CsAuI3,2.711774493495292,1.0858575598651539,3.955460200164176,-2.4784828213990036,2.4876016275641986,2.1888257548033305,1.2958250242886833,2.5878853363608507,-0.9651200656890332,1.3306077622219792,-0.8407339064052304,-0.9256328457298785,-0.7067486311410681,0.45880005861213174,-0.35844491382221866,-0.38510999792852524,0.4554025256315916,-0.12926830943759074,4.120077883890814,-0.6210181013613454,2.503340245117083,1.3005269412444447,-0.05254195794318222,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.7808829971166347,-0.5029990157150751,3.090886514545518,-0.4390176993009034,1.6582736387528754,-0.45912072520836905,-0.35644215512577254,-0.5773145906792347,1.288388932725229,-0.6958645994700784,-0.7205654257996813,-2.022689026491669,0.8950203945944912,-0.6327746749098343
CsAuSe3,0.7552101224362712,0.08846622264972197,2.132446402635508,-2.085813565403061,2.0273341971967254,0.9128901074816598,1.2958250242886833,2.0028391519315654,-0.9651200656890332,0.9497778237218828,-0.8407339064052304,-0.10525205998356343,-0.7067486311410681,0.45880005861213174,-0.35844491382221866,-0.14526045583582323,0.1875186870247729,-0.12926830943759074,4.874334546006546,-0.6210181013613454,2.503340245117083,1.3005269412444447,0.2519486558689364,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.7808829971166347,-0.5029990157150751,0.052036226703107986,-0.4390176993009034,1.6582736387528754,-0.45912072520836905,1.3403098159840172,-0.5773145906792347,1.288388932725229,-0.6140013514198622,0.6990152476922931,-2.4382346173679386,0.8950203945944912,-0.6327746749098343
CsBeH3,-0.3690003461668023,-1.127913232517202,-1.0338407193879684,,-2.5753401064779977,0.32140991585221645,1.2958250242886833,-0.11129923829181697,-0.9651200656890332,1.066177734928629,-0.8407339064052304,-0.75083885639134,-0.7067486311410681,0.45880005861213174,-0.5787860866443812,1.6954086833415134,-3.8307388920775076,0.08053595300542775,1.2677129011010397,-0.6210181013613454,1.0435924014014566,-1.5359549371512904,-2.1244708124277207,-0.6476866819425169,0.8635204003874712,-1.596346032565143,-1.0945265545259502,-0.5029990157150751,-1.581754250631522,-0.4390176993009034,-0.9428964174674724,-0.45912072520836905,1.6845312148814633,2.260418115959792,-0.6484375139907282,3.9772060578661304,-0.6005838617641739,-0.15138532289765091,0.9636607090808809,-1.51204419304502
CsBiO3,-0.009926821737160679,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.48157741819604966,1.2958250242886833,-0.24075078036430245,-0.9651200656890332,0.36619404091031815,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,-0.4267956449833793,-1.1221536505463567,0.1875186870247729,-0.8763832949270711,-0.36743055569971245,-0.6210181013613454,-1.0000545798004203,1.4518059747588838,0.8078954822886595,-0.6476866819425169,0.8635204003874712,0.748870175543916,0.2123579609237968,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,0.12185541883098232,-0.45912072520836905,-1.1928947500599572,-0.5890269308599383,0.2500902190218291,0.3229412091851461,-0.7205654257996832,-0.13972707114795316,-0.4754053470236032,1.1881006331686277
CsBrO3,0.47088169131144214,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,0.7035069694899307,1.2958250242886833,0.5535613409588628,-0.9651200656890332,0.668910871218137,-0.8407339064052304,-0.5749882430498262,-0.7067486311410681,0.45880005861213174,-0.7023286131891382,1.3914965610730288,0.1875186870247729,-1.1388859558900428,-0.36743055569971245,-0.6210181013613454,-1.0885377567887213,-0.3635424274143866,-1.2238707155807902,-0.6476866819425169,0.8635204003874712,-1.1699430856362238,,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,2.846779526200054,-0.45912072520836905,1.2137289091612913,-6.353891598939128e-05,2.1270148168702825,2.386849264072761,-0.3210463119764344,-0.13972707114795316,2.7233590461915638,0.9371151177307859
CsCaF3,0.24960828344627328,1.4123489357201058,-0.26625596253379236,0.5426881507425069,-0.4466032410284384,-0.21773608176666648,1.2958250242886833,0.02299085499431394,-0.9651200656890332,0.22578019284489212,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,-0.5482554622683781,-1.1221536505463567,0.4554025256315916,-0.33875221687440876,-0.3555324224381685,-0.6210181013613454,1.1558806970718893,-0.9308388030935336,2.870971403128706,-0.6476866819425169,0.8635204003874712,1.6016760694017553,-1.143625342423583,-0.5029990157150751,-1.653641031634246,-0.4390176993009034,-0.9152268796162955,-0.45912072520836905,-1.1928947500599572,0.2893985826928265,-1.7865726424733013,-0.8288923085153732,-0.7205654257996832,2.1225636079289667,-1.3035394036766228,1.9902700256464367
CsCaH3,0.325570195691004,-1.127913232517202,-1.0338407193879684,,-2.5753401064779977,-0.1405138022210297,1.2958250242886833,0.10018395357815774,-0.9651200656890332,1.1041539693407278,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,-0.5482554622683781,-1.1221536505463567,-3.8307388920775076,-0.33875221687440876,1.2677129011010397,-0.6210181013613454,1.1558806970718893,-0.9308388030935336,2.8056183775281567,-0.6476866819425169,0.8635204003874712,1.6016760694017553,-1.143625342423583,-0.5029990157150751,-1.581754250631522,-0.4390176993009034,-0.9152268796162955,-0.45912072520836905,-1.1928947500599572,0.2893985826928265,-1.7865726424733013,-0.8346694609039385,-0.7205654257996832,-0.15138532289765091,-1.3035394036766228,1.9902700256464367
CsCdCl3,1.4889896633087771,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577153,1.0422092322882441,1.2958250242886833,1.2824600575398648,-0.9651200656890332,1.1483003514791483,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,-0.6585443844328546,-1.1221536505463567,0.4554025256315916,-0.8294418643126588,-0.5552510878997988,-0.6210181013613454,-0.0006887483335684428,0.12811443150754082,1.1380949994852096,-0.6476866819425169,0.8635204003874712,0.5356687020794559,0.02617799339250407,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,-0.9428964174674724,-0.45912072520836905,-1.1928947500599572,-0.40664906233184045,-0.40883011852071316,-0.9426824596217472,-0.7205654257996832,-0.5264644661108842,0.7313418181857098,-0.1750952055820047
CsCdF3,0.220665505513216,1.4123489357201058,-0.26625596253379236,0.5426881507425069,-0.4466032410284384,-0.24715908103468198,1.2958250242886833,-0.00642102583194453,-0.9651200656890332,0.7221001372462288,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,-0.6585443844328546,-1.1221536505463567,0.4554025256315916,-0.8294418643126588,-0.3555324224381685,-0.6210181013613454,-0.0006887483335684428,0.12811443150754082,2.744167025097789,-0.6476866819425169,0.8635204003874712,0.5356687020794559,0.02617799339250407,-0.5029990157150751,-1.653641031634246,-0.4390176993009034,-0.9428964174674724,-0.45912072520836905,-1.1928947500599572,-0.40664906233184045,-0.40883011852071316,-0.7599968906920869,-0.7205654257996832,2.1225636079289667,0.7313418181857098,-0.1750952055820047
CsGeCl3,1.7249687264920803,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577153,1.158412961692193,1.2958250242886833,1.6529294802838588,-0.9651200656890332,0.9014453636823416,-0.8407339064052304,-0.8813908094094081,-0.7067486311410681,0.45880005861213174,0.7960386963029247,-0.4408227753388577,0.4554025256315916,-0.24792215041055196,-0.5552510878997988,-0.6210181013613454,-0.4161554423141698,-0.477001702550216,-0.602370984795496,-0.6476866819425169,0.8635204003874712,-0.7435401387073036,-0.5219819641089215,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,0.4464179303342393,-0.45912072520836905,-0.5882169563057588,-0.257735022891467,0.23012293606599404,0.3921540854776867,-0.4654012084922682,-0.5264644661108842,-0.041728818541261786,-0.07174822863701077
CsIO3,0.37625920040729843,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,0.28876321945832234,1.2958250242886833,0.32982702183361173,-0.9651200656890332,0.5500382278378031,-0.8407339064052304,-0.8347723625520675,-0.7067486311410681,0.45880005861213174,-0.5851762173277307,-0.03031221746381181,0.1875186870247729,-1.0248301514766625,-0.36743055569971245,-0.6210181013613454,-1.0848434718611641,0.3172132234005898,1.0291769493833514,-0.6476866819425169,0.8635204003874712,-0.10393571831392436,-0.5850854398297048,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,2.503537157919631,-0.45912072520836905,1.1417887771865944,-0.43509331705640614,1.5279963281952444,0.15288869015566342,-0.6301491186650257,-0.13972707114795316,1.7608688321307913,1.9115294717835842
CsMgBr3,1.848452937186226,1.378505317491239,2.22839449724228,-2.0093282243361874,1.7396670532170564,1.1359864228623944,1.2958250242886833,1.8126611097240097,-0.9651200656890332,1.0545638248614542,-0.8407339064052304,-0.7973632922783289,-0.7067486311410681,0.45880005861213174,-0.5510955203498666,-1.122148825699084,0.4554025256315916,-0.519658573316945,0.6250012383122826,-0.6210181013613454,0.7067275143901581,-1.233396870122412,-0.7977294116025136,-0.6476866819425169,0.8635204003874712,0.3224672286149958,-1.1126502681794388,-0.5029990157150751,1.1499434274719789,-0.4390176993009034,-0.9428964174674724,-0.45912072520836905,-0.7994203981507604,0.9185185695420444,-1.1675868708424282,0.29369558480605557,-0.7205654257996832,-1.212527638261307,-0.22058427214197587,-0.011052385034395493
CsMgCl3,1.4191228842487398,1.6213830483101663,0.5013287943203837,-1.5853972541236352,1.1643327652577153,0.5443396817896186,1.2958250242886833,1.3959229331936849,-0.9651200656890332,0.884925393148795,-0.8407339064052304,-0.7926363174393026,-0.7067486311410681,0.45880005861213174,-0.5510955203498666,-1.1221536249570785,0.4554025256315916,-0.519658573316945,-0.5552510878997988,-0.6210181013613454,0.7067275143901581,-1.233396870122412,-0.6323790190072325,-0.6476866819425169,0.8635204003874712,0.3224672286149958,-1.1126502681794388,-0.5029990157150751,0.3689915793060257,-0.4390176993009034,-0.9428964174674724,-0.45912072520836905,-0.7425565206875524,0.9185185695420444,-1.1675868708424282,0.4205355085437229,-0.7205654257996832,-0.5264644661108842,-0.22058427214197587,-0.011052385034395493
CsPbF3,0.6844694436147403,1.4123489357201058,-0.26625596253379236,0.5426881507425069,-0.4466032410284384,0.816221614424706,1.2958250242886833,0.24176700311637142,-0.9651200656890332,0.4931503619869644,-0.8407339064052304,-0.5985518067359312,-0.7067486311410681,0.45880005861213174,-0.7265164411831501,-1.0841503477765757,0.4554025256315916,-0.8234210746373056,-0.3555324224381685,-0.6210181013613454,-0.6968761814902518,1.413986216380274,2.236949512974122,-0.6476866819425169,0.8635204003874712,1.6016760694017553,0.4693851727369089,-0.5029990157150751,-1.653641031634246,-0.4390176993009034,-0.5331070594183961,-0.45912072520836905,0.17110368145120586,-0.5756413992248486,0.8690759906527021,-0.4677132999266295,-0.5469093052173533,2.1225636079289667,-0.38277588897482023,0.68777003049842
CsReO3,-0.6097478579644046,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-1.09135074232806,1.2958250242886833,-0.8502936817196404,-0.9651200656890332,-0.40362916520616665,-0.8407339064052304,-0.999072111350943,-0.7067486311410681,0.45880005861213174,0.6606625944186315,-1.1221536505463563,0.1875186870247729,1.8698128846948874,-0.36743055569971245,-0.6210181013613454,-0.5509013971186891,1.1492479077300055,-0.45944382925367055,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,2.064271974243912,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,-0.7736102154244068,-0.45912072520836905,-1.1928947500599565,-0.563929059044145,0.010482823551813568,1.4835917041155335,-0.7205654257996832,-0.13972707114795316,-0.08828725352940539,-0.854232482649107
CsSbO3,-0.3816365030286277,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.859454542010822,1.2958250242886833,-0.6184851109595875,-0.9651200656890332,0.2467994890434789,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,-0.01574457198925281,-1.1221536505463567,0.1875186870247729,-0.537768053373328,-0.36743055569971245,-0.6210181013613454,-0.8203933067277278,0.24157370664337022,-0.37897784121923683,-0.6476866819425169,0.8635204003874712,0.10926575515053574,-0.29560030447352664,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,0.26195434465972633,-0.45912072520836905,-1.1928947500599572,-0.4468056572371097,0.30999206788933253,1.3987513179171216,-0.7205654257996832,-0.13972707114795316,0.4590763410581078,0.6762870330600873
CsSnS3,1.2383299855527932,0.13823624945687923,0.4053806997136117,-1.676134427321474,1.4519999092373859,0.6920608802876542,1.2958250242886833,1.0085019556808754,-0.9651200656890332,0.6546632912015734,-0.8407339064052304,-0.8807533967341502,-0.7067486311410681,0.45880005861213174,-0.6140501411561988,-0.2760652764527852,0.1875186870247729,-0.9134314091735322,1.5279845661973133,-0.6210181013613454,-0.3375536353448668,0.2037539482647604,-0.756162160130645,-0.6476866819425169,0.8635204003874712,0.10926575515053574,-0.19460179111363068,-0.5029990157150751,-0.23877847826245682,-0.4390176993009034,0.3098214776512138,-0.45912072520836905,0.4294711493221756,-0.41334182814938536,0.13028652128682133,0.47914430089147386,-0.7104222905136562,-2.076945948619474,-0.4341378038282253,0.36460567401962946
CsSrBr3,2.416616279483633,1.378505317491239,2.22839449724228,-2.0093282243361874,1.7396670532170564,2.522490939582799,1.2958250242886833,1.8323686193563937,-0.9651200656890332,0.9027102299387408,-0.8407339064052304,0.05645050065309155,-0.7067486311410681,0.45880005861213174,-0.6007965367759184,-1.0689963101676354,0.4554025256315916,-0.39999655629505904,0.6250012383122826,-0.6210181013613454,-0.6968761814902518,-0.2500831522785572,0.47699963353481495,-0.6476866819425169,0.8635204003874712,2.4544819632595947,-0.9656834265529669,-0.5029990157150751,1.1499434274719789,-0.4390176993009034,-0.8841716177242572,-0.45912072520836905,-0.7020757194783099,-0.2811597032528741,-1.8864090572524743,-0.7438009458042659,0.24267276831955628,-1.212527638261307,-1.5990311187409596,3.2599614566849318
CsWO3,-0.5774127039794855,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-1.0584790803808208,1.2958250242886833,-0.8174344414040469,-0.9651200656890332,-0.587869239472206,-0.8407339064052304,-0.9990721113509434,-0.7067486311410681,0.45880005861213174,1.5235669081776053,-1.1221536505463567,0.1875186870247729,2.0921769478221712,-0.36743055569971245,-0.6210181013613454,0.819015810060591,1.1114281493513956,-0.2985118531848034,-0.6476866819425169,0.8635204003874712,-0.3171371917783835,1.772644945455958,-0.5029990157150751,0.3591888364420176,-0.4390176993009034,-0.02524845328919903,-0.45912072520836905,-1.1928947500599572,-0.5722950163160762,0.9289778395202055,1.3156335791542102,-0.7205654257996832,-0.13972707114795316,-0.06673516960453436,-0.7541663621150652
InBO3,-0.5671263966195699,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,-0.9261453368817417,-1.3586475416833552,-0.07364579987953432,0.6763185880559978,-0.46547111857799844,2.997642618175392,1.3826064293068676,2.789471955140791,-0.47434307526986536,1.4236915323119206,0.5041650722083568,0.1875186870247729,0.823948011511475,-0.36743055569971245,-0.3857845630227794,-0.786706818026598,-1.4981351787726807,-1.7066666437873916,0.20999125600223387,0.5627295497445204,-2.449151926422983,-0.9936928021992676,-0.5149652900026962,0.3591888364420176,3.39240949459789,-0.6311763074985169,0.7257069527487126,-0.17760607173144982,0.9235381439052033,0.29002478493349837,0.1375008673088054,1.2843653365154584,-0.13972707114795316,0.23983280491381667,-1.5875038904969199
InGaO3,-0.38971907847436715,-0.4490500668675767,-0.36220405714056436,0.5713558484042306,-0.15893609704876788,0.6367121305271817,-1.3586475416833552,-1.38757749057948,0.6763185880559978,-0.032561903314115306,2.997642618175392,0.0031373102753013736,2.789471955140791,-0.47434307526986536,-0.6881283227816949,1.320994958645979,0.1875186870247729,-1.103920149183884,-0.36743055569971245,-0.3857845630227794,-0.7642491588925114,-0.5148214609288259,-0.2985118531848034,0.20999125600223387,0.5627295497445204,-0.5303386652428436,-0.4262558038118586,-0.5149652900026962,0.3591888364420176,3.39240949459789,-0.605491504429914,0.7257069527487126,1.3503414757789312,-0.16905587580899745,-0.16922272305069763,-1.092979531746245,-0.7205654257996832,-0.13972707114795316,-1.3839687292617397,-0.3719465902391357
KCaBr3,1.7613643723035308,1.378505317491239,2.22839449724228,-2.0093282243361874,1.7396670532170564,2.2387531998135195,0.09246412771469249,1.1960912035708575,-0.5776200498358591,0.8878592370748323,-0.5519894336433984,0.10434592761515987,-0.6008025527688909,0.6218190398324805,-0.5482554622683781,-1.086243154388572,0.4554025256315916,-0.33875221687440876,0.6250012383122826,-0.5568868604940741,1.1558806970718893,-0.9308388030935336,0.9203836492347559,0.5456043621545277,-0.9412247034702333,1.6016760694017553,-1.143625342423583,0.1817377907432461,1.1499434274719789,-0.4390176993009034,-0.9152268796162955,-0.45912072520836905,-0.32958764687874337,0.2893985826928265,-1.7865726424733013,-1.396337054236548,0.2182983832831728,-1.212527638261307,-1.3035394036766228,1.9902700256464367
