Name,mean_A2B,X_IEII,X_Z,mean_X2X,mean_A2X,X_Rvdw,A_Rvdw,X_EA,E_coh,X_Kappa,B_Kappa,A_IEI,A_ChiA,X_IEI,B_EA,X_MV,X_ChiP,std_A2X,A_Z,A_ChiP,A_Kappa,A_MP,B_ChiP,std_B2X,B_Z,B_MP,A_CvM,A_EA,B_Rho,B_IEI,B_Hf,density,A_B,OF,A_G,TF,X_Rho,B_MV,std_A2B,B_CvM
CdSnO3,-0.09536973534963208,0.5713558484042306,-0.36220405714056436,-0.5631132918774263,0.1659332448594982,-0.15893609704876788,-0.9162354473546817,-0.4490500668675767,0.15943552248317877,-0.36743055569971245,-0.3375536353448668,3.458339203785849,2.4740526409006036,-0.13972707114795316,0.3098214776512138,0.3591888364420176,0.2842908198026446,1.3150272435727761,0.5125977413040287,2.471633720024258,0.4896688444624787,-0.08390519309032034,0.13028652128682133,1.0939201720949867,0.2037539482647604,-0.9134314091735322,-0.5176244620666121,-2.098911543293342,-0.19460179111363068,-0.4341378038282253,-0.6140501411561988,0.9021263491399135,1.910534630705794,-0.016880895064285566,3.073123895106324,-0.3434856439895354,,0.36460567401962946,1.1500190450864771,-0.41334182814938536
CsAuBr3,2.1085680533882223,-2.0093282243361874,2.22839449724228,1.677839516402616,1.9793199007878086,1.7396670532170564,1.2958250242886833,1.378505317491239,1.2285792383398288,0.6250012383122826,2.503340245117083,-0.9651200656890332,-0.8407339064052304,-1.212527638261307,1.6582736387528754,1.1499434274719789,-0.8240104472452334,-0.9201578051016533,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,1.288388932725229,-0.38215912067042784,1.3005269412444447,-0.12926830943759074,-0.5029990157150751,0.45880005861213174,1.7808829971166347,0.8950203945944912,-0.35844491382221866,-0.03132441968660232,-0.45912072520836905,0.28301912666609114,-0.4390176993009034,-0.6059774440746987,,-0.6327746749098343,-0.7205654257996832,-0.5773145906792347
CsAuCl3,1.7352216684911266,-1.5853972541236352,0.5013287943203837,1.436259070187695,1.6078083385631174,1.1643327652577153,1.2958250242886833,1.6213830483101663,1.1182305072220173,-0.5552510878997988,2.503340245117083,-0.9651200656890332,-0.8407339064052304,-0.5264644661108842,1.6582736387528754,0.3689915793060257,-0.36221825264195046,-0.9288767274016096,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,1.288388932725229,-0.31350515773155463,1.3005269412444447,-0.12926830943759074,-0.5029990157150751,0.45880005861213174,1.7808829971166347,0.8950203945944912,-0.35844491382221866,-0.4043882979282089,-0.45912072520836905,0.5379343152504835,-0.4390176993009034,-0.5422945493061394,,-0.6327746749098343,-0.7205654257996813,-0.5773145906792347
CsAuI3,2.711774493495292,-2.4784828213990036,3.955460200164176,2.1888257548033305,2.5878853363608507,2.4876016275641986,1.2958250242886833,1.0858575598651539,1.3306077622219792,4.120077883890814,2.503340245117083,-0.9651200656890332,-0.8407339064052304,-2.022689026491669,1.6582736387528754,3.090886514545518,-1.5166987391501567,-0.9256328457298785,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,1.288388932725229,-0.38510999792852524,1.3005269412444447,-0.12926830943759074,-0.5029990157150751,0.45880005861213174,1.7808829971166347,0.8950203945944912,-0.35844491382221866,0.06537967598732022,-0.45912072520836905,-0.05254195794318222,-0.4390176993009034,-0.6958645994700784,0.608578037590958,-0.6327746749098343,-0.7205654257996813,-0.5773145906792347
CsAuSe3,0.7552101224362712,-2.085813565403061,2.132446402635508,0.9128901074816598,2.0028391519315654,2.0273341971967254,1.2958250242886833,0.08846622264972197,0.9497778237218828,4.874334546006546,2.503340245117083,-0.9651200656890332,-0.8407339064052304,-2.4382346173679386,1.6582736387528754,0.052036226703107986,-1.7706844461819629,-0.10525205998356343,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,1.288388932725229,-0.14526045583582323,1.3005269412444447,-0.12926830943759074,-0.5029990157150751,0.45880005861213174,1.7808829971166347,0.8950203945944912,-0.35844491382221866,0.19275554599604924,-0.45912072520836905,0.2519486558689364,-0.4390176993009034,-0.6140013514198622,0.5135919781926918,-0.6327746749098343,0.6990152476922931,-0.5773145906792347
CsBeH3,-0.3690003461668023,,-1.0338407193879684,0.32140991585221645,-0.11129923829181697,-2.5753401064779977,1.2958250242886833,-1.127913232517202,1.066177734928629,1.2677129011010397,1.0435924014014566,-0.9651200656890332,-0.8407339064052304,-0.15138532289765091,-0.9428964174674724,-1.581754250631522,-2.5788207867377064,-0.75083885639134,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-0.6484375139907282,1.6954086833415134,-1.5359549371512904,0.08053595300542775,-0.5029990157150751,0.45880005861213174,-1.0945265545259502,0.9636607090808809,-0.5787860866443812,-1.642780536023716,-0.45912072520836905,-2.1244708124277207,-0.4390176993009034,3.9772060578661304,,-1.51204419304502,-0.6005838617641739,2.260418115959792
CsBiO3,-0.009926821737160679,0.5713558484042306,-0.36220405714056436,-0.48157741819604966,-0.24075078036430245,-0.15893609704876788,1.2958250242886833,-0.4490500668675767,0.36619404091031815,-0.36743055569971245,-1.0000545798004203,-0.9651200656890332,-0.8407339064052304,-0.13972707114795316,0.12185541883098232,0.3591888364420176,0.2842908198026446,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.2500902190218291,-1.1221536505463567,1.4518059747588838,-0.8763832949270711,-0.5029990157150751,0.45880005861213174,0.2123579609237968,-0.4754053470236032,-0.4267956449833793,1.259375265692473,-0.45912072520836905,0.8078954822886595,-0.4390176993009034,0.3229412091851461,,1.1881006331686277,-0.7205654257996832,-0.5890269308599383
CsBrO3,0.47088169131144214,0.5713558484042306,-0.36220405714056436,0.7035069694899307,0.5535613409588628,-0.15893609704876788,1.2958250242886833,-0.4490500668675767,0.668910871218137,-0.36743055569971245,-1.0885377567887213,-0.9651200656890332,-0.8407339064052304,-0.13972707114795316,2.846779526200054,0.3591888364420176,0.2842908198026446,-0.5749882430498262,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,2.1270148168702825,1.3914965610730288,-0.3635424274143866,-1.1388859558900428,-0.5029990157150751,0.45880005861213174,,2.7233590461915638,-0.7023286131891382,-0.6536776721125314,-0.45912072520836905,-1.2238707155807902,-0.4390176993009034,2.386849264072761,,0.9371151177307859,-0.3210463119764344,-6.353891598939128e-05
CsCaF3,0.24960828344627328,0.5426881507425069,-0.26625596253379236,-0.21773608176666648,0.02299085499431394,-0.4466032410284384,1.2958250242886833,1.4123489357201058,0.22578019284489212,-0.3555324224381685,1.1558806970718893,-0.9651200656890332,-0.8407339064052304,2.1225636079289667,-0.9152268796162955,-1.653641031634246,1.5311297452315076,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-1.7865726424733013,-1.1221536505463567,-0.9308388030935336,-0.33875221687440876,-0.5029990157150751,0.45880005861213174,-1.143625342423583,-1.3035394036766228,-0.5482554622683781,-0.6375815167747716,-0.45912072520836905,2.870971403128706,-0.4390176993009034,-0.8288923085153732,,1.9902700256464367,-0.7205654257996832,0.2893985826928265
CsCaH3,0.325570195691004,,-1.0338407193879684,-0.1405138022210297,0.10018395357815774,-2.5753401064779977,1.2958250242886833,-1.127913232517202,1.1041539693407278,1.2677129011010397,1.1558806970718893,-0.9651200656890332,-0.8407339064052304,-0.15138532289765091,-0.9152268796162955,-1.581754250631522,-2.5788207867377064,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-1.7865726424733013,-1.1221536505463567,-0.9308388030935336,-0.33875221687440876,-0.5029990157150751,0.45880005861213174,-1.143625342423583,-1.3035394036766228,-0.5482554622683781,-1.1905033672315846,-0.45912072520836905,2.8056183775281567,-0.4390176993009034,-0.8346694609039385,,1.9902700256464367,-0.7205654257996832,0.2893985826928265
CsCdCl3,1.4889896633087771,-1.5853972541236352,0.5013287943203837,1.0422092322882441,1.2824600575398648,1.1643327652577153,1.2958250242886833,1.6213830483101663,1.1483003514791483,-0.5552510878997988,-0.0006887483335684428,-0.9651200656890332,-0.8407339064052304,-0.5264644661108842,-0.9428964174674724,0.3689915793060257,-0.36221825264195046,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-0.40883011852071316,-1.1221536505463567,0.12811443150754082,-0.8294418643126588,-0.5029990157150751,0.45880005861213174,0.02617799339250407,0.7313418181857098,-0.6585443844328546,-0.7032940038341383,-0.45912072520836905,1.1380949994852096,-0.4390176993009034,-0.9426824596217472,,-0.1750952055820047,-0.7205654257996832,-0.40664906233184045
CsCdF3,0.220665505513216,0.5426881507425069,-0.26625596253379236,-0.24715908103468198,-0.00642102583194453,-0.4466032410284384,1.2958250242886833,1.4123489357201058,0.7221001372462288,-0.3555324224381685,-0.0006887483335684428,-0.9651200656890332,-0.8407339064052304,2.1225636079289667,-0.9428964174674724,-1.653641031634246,1.5311297452315076,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-0.40883011852071316,-1.1221536505463567,0.12811443150754082,-0.8294418643126588,-0.5029990157150751,0.45880005861213174,0.02617799339250407,0.7313418181857098,-0.6585443844328546,0.07099192245017141,-0.45912072520836905,2.744167025097789,-0.4390176993009034,-0.7599968906920869,,-0.1750952055820047,-0.7205654257996832,-0.40664906233184045
CsGeCl3,1.7249687264920803,-1.5853972541236352,0.5013287943203837,1.158412961692193,1.6529294802838588,1.1643327652577153,1.2958250242886833,1.6213830483101663,0.9014453636823416,-0.5552510878997988,-0.4161554423141698,-0.9651200656890332,-0.8407339064052304,-0.5264644661108842,0.4464179303342393,0.3689915793060257,-0.36221825264195046,-0.8813908094094081,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.23012293606599404,-0.4408227753388577,-0.477001702550216,-0.24792215041055196,-0.5029990157150751,0.45880005861213174,-0.5219819641089215,-0.041728818541261786,0.7960386963029247,-1.125487364078846,-0.45912072520836905,-0.602370984795496,-0.4390176993009034,0.3921540854776867,,-0.07174822863701077,-0.4654012084922682,-0.257735022891467
CsIO3,0.37625920040729843,0.5713558484042306,-0.36220405714056436,0.28876321945832234,0.32982702183361173,-0.15893609704876788,1.2958250242886833,-0.4490500668675767,0.5500382278378031,-0.36743055569971245,-1.0848434718611641,-0.9651200656890332,-0.8407339064052304,-0.13972707114795316,2.503537157919631,0.3591888364420176,0.2842908198026446,-0.8347723625520675,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,1.5279963281952444,-0.03031221746381181,0.3172132234005898,-1.0248301514766625,-0.5029990157150751,0.45880005861213174,-0.5850854398297048,1.7608688321307913,-0.5851762173277307,-0.266390650690068,-0.45912072520836905,1.0291769493833514,-0.4390176993009034,0.15288869015566342,,1.9115294717835842,-0.6301491186650257,-0.43509331705640614
CsMgBr3,1.848452937186226,-2.0093282243361874,2.22839449724228,1.1359864228623944,1.8126611097240097,1.7396670532170564,1.2958250242886833,1.378505317491239,1.0545638248614542,0.6250012383122826,0.7067275143901581,-0.9651200656890332,-0.8407339064052304,-1.212527638261307,-0.9428964174674724,1.1499434274719789,-0.8240104472452334,-0.7973632922783289,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-1.1675868708424282,-1.122148825699084,-1.233396870122412,-0.519658573316945,-0.5029990157150751,0.45880005861213174,-1.1126502681794388,-0.22058427214197587,-0.5510955203498666,-0.750042429665837,-0.45912072520836905,-0.7977294116025136,-0.4390176993009034,0.29369558480605557,,-0.011052385034395493,-0.7205654257996832,0.9185185695420444
CsMgCl3,1.4191228842487398,-1.5853972541236352,0.5013287943203837,0.5443396817896186,1.3959229331936849,1.1643327652577153,1.2958250242886833,1.6213830483101663,0.884925393148795,-0.5552510878997988,0.7067275143901581,-0.9651200656890332,-0.8407339064052304,-0.5264644661108842,-0.9428964174674724,0.3689915793060257,-0.36221825264195046,-0.7926363174393026,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-1.1675868708424282,-1.1221536249570785,-1.233396870122412,-0.519658573316945,-0.5029990157150751,0.45880005861213174,-1.1126502681794388,-0.22058427214197587,-0.5510955203498666,-1.216795770321035,-0.45912072520836905,-0.6323790190072325,-0.4390176993009034,0.4205355085437229,,-0.011052385034395493,-0.7205654257996832,0.9185185695420444
CsPbF3,0.6844694436147403,0.5426881507425069,-0.26625596253379236,0.816221614424706,0.24176700311637142,-0.4466032410284384,1.2958250242886833,1.4123489357201058,0.4931503619869644,-0.3555324224381685,-0.6968761814902518,-0.9651200656890332,-0.8407339064052304,2.1225636079289667,-0.5331070594183961,-1.653641031634246,1.5311297452315076,-0.5985518067359312,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.8690759906527021,-1.0841503477765757,1.413986216380274,-0.8234210746373056,-0.5029990157150751,0.45880005861213174,0.4693851727369089,-0.38277588897482023,-0.7265164411831501,0.32856630826765865,-0.45912072520836905,2.236949512974122,-0.4390176993009034,-0.4677132999266295,,0.68777003049842,-0.5469093052173533,-0.5756413992248486
CsReO3,-0.6097478579644046,0.5713558484042306,-0.36220405714056436,-1.09135074232806,-0.8502936817196404,-0.15893609704876788,1.2958250242886833,-0.4490500668675767,-0.40362916520616665,-0.36743055569971245,-0.5509013971186891,-0.9651200656890332,-0.8407339064052304,-0.13972707114795316,-0.7736102154244068,0.3591888364420176,0.2842908198026446,-0.999072111350943,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.010482823551813568,-1.1221536505463563,1.1492479077300055,1.8698128846948874,-0.5029990157150751,0.45880005861213174,2.064271974243912,-0.08828725352940539,0.6606625944186315,2.1415406583709755,-0.45912072520836905,-0.45944382925367055,-0.4390176993009034,1.4835917041155335,,-0.854232482649107,-0.7205654257996832,-0.563929059044145
CsSbO3,-0.3816365030286277,0.5713558484042306,-0.36220405714056436,-0.859454542010822,-0.6184851109595875,-0.15893609704876788,1.2958250242886833,-0.4490500668675767,0.2467994890434789,-0.36743055569971245,-0.8203933067277278,-0.9651200656890332,-0.8407339064052304,-0.13972707114795316,0.26195434465972633,0.3591888364420176,0.2842908198026446,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.30999206788933253,-1.1221536505463567,0.24157370664337022,-0.537768053373328,-0.5029990157150751,0.45880005861213174,-0.29560030447352664,0.4590763410581078,-0.01574457198925281,0.8878784507923031,-0.45912072520836905,-0.37897784121923683,-0.4390176993009034,1.3987513179171216,,0.6762870330600873,-0.7205654257996832,-0.4468056572371097
CsSnS3,1.2383299855527932,-1.676134427321474,0.4053806997136117,0.6920608802876542,1.0085019556808754,1.4519999092373859,1.2958250242886833,0.13823624945687923,0.6546632912015734,1.5279845661973133,-0.3375536353448668,-0.9651200656890332,-0.8407339064052304,-2.076945948619474,0.3098214776512138,-0.23877847826245682,-1.7014156169914698,-0.8807533967341502,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.13028652128682133,-0.2760652764527852,0.2037539482647604,-0.9134314091735322,-0.5029990157150751,0.45880005861213174,-0.19460179111363068,-0.4341378038282253,-0.6140501411561988,-0.8936913122193622,-0.45912072520836905,-0.756162160130645,-0.4390176993009034,0.47914430089147386,-1.7307480533746078,0.36460567401962946,-0.7104222905136562,-0.41334182814938536
CsSrBr3,2.416616279483633,-2.0093282243361874,2.22839449724228,2.522490939582799,1.8323686193563937,1.7396670532170564,1.2958250242886833,1.378505317491239,0.9027102299387408,0.6250012383122826,-0.6968761814902518,-0.9651200656890332,-0.8407339064052304,-1.212527638261307,-0.8841716177242572,1.1499434274719789,-0.8240104472452334,0.05645050065309155,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,-1.8864090572524743,-1.0689963101676354,-0.2500831522785572,-0.39999655629505904,-0.5029990157150751,0.45880005861213174,-0.9656834265529669,-1.5990311187409596,-0.6007965367759184,-0.7857650622952173,-0.45912072520836905,0.47699963353481495,-0.4390176993009034,-0.7438009458042659,,3.2599614566849318,0.24267276831955628,-0.2811597032528741
CsWO3,-0.5774127039794855,0.5713558484042306,-0.36220405714056436,-1.0584790803808208,-0.8174344414040469,-0.15893609704876788,1.2958250242886833,-0.4490500668675767,-0.587869239472206,-0.36743055569971245,0.819015810060591,-0.9651200656890332,-0.8407339064052304,-0.13972707114795316,-0.02524845328919903,0.3591888364420176,0.2842908198026446,-0.9990721113509434,0.8635204003874712,-0.7067486311410681,-0.6476866819425169,-0.6210181013613454,0.9289778395202055,-1.1221536505463567,1.1114281493513956,2.0921769478221712,-0.5029990157150751,0.45880005861213174,1.772644945455958,-0.06673516960453436,1.5235669081776053,2.0394984027112915,-0.45912072520836905,-0.2985118531848034,-0.4390176993009034,1.3156335791542102,,-0.7541663621150652,-0.7205654257996832,-0.5722950163160762
InBO3,-0.5671263966195699,0.5713558484042306,-0.36220405714056436,-0.9261453368817417,-0.07364579987953432,-0.15893609704876788,-1.3586475416833552,-0.4490500668675767,-0.46547111857799844,-0.36743055569971245,-0.786706818026598,0.6763185880559978,2.997642618175392,-0.13972707114795316,-0.6311763074985169,0.3591888364420176,0.2842908198026446,1.3826064293068676,0.5627295497445204,2.789471955140791,0.20999125600223387,-0.3857845630227794,0.29002478493349837,0.5041650722083568,-1.4981351787726807,0.823948011511475,-0.5149652900026962,-0.47434307526986536,-0.9936928021992676,0.23983280491381667,1.4236915323119206,0.0469821921933827,0.7257069527487126,-1.7066666437873916,3.39240949459789,0.1375008673088054,,-1.5875038904969199,1.2843653365154584,0.9235381439052033
InGaO3,-0.38971907847436715,0.5713558484042306,-0.36220405714056436,0.6367121305271817,-1.38757749057948,-0.15893609704876788,-1.3586475416833552,-0.4490500668675767,-0.032561903314115306,-0.36743055569971245,-0.7642491588925114,0.6763185880559978,2.997642618175392,-0.13972707114795316,-0.605491504429914,0.3591888364420176,0.2842908198026446,0.0031373102753013736,0.5627295497445204,2.789471955140791,0.20999125600223387,-0.3857845630227794,-0.16922272305069763,1.320994958645979,-0.5148214609288259,-1.103920149183884,-0.5149652900026962,-0.47434307526986536,-0.4262558038118586,-1.3839687292617397,-0.6881283227816949,0.6464585051170686,0.7257069527487126,-0.2985118531848034,3.39240949459789,-1.092979531746245,,-0.3719465902391357,-0.7205654257996832,-0.16905587580899745
KCaBr3,1.7613643723035308,-2.0093282243361874,2.22839449724228,2.2387531998135195,1.1960912035708575,1.7396670532170564,0.09246412771469249,1.378505317491239,0.8878592370748323,0.6250012383122826,1.1558806970718893,-0.5776200498358591,-0.5519894336433984,-1.212527638261307,-0.9152268796162955,1.1499434274719789,-0.8240104472452334,0.10434592761515987,-0.9412247034702333,-0.6008025527688909,0.5456043621545277,-0.5568868604940741,-1.7865726424733013,-1.086243154388572,-0.9308388030935336,-0.33875221687440876,0.1817377907432461,0.6218190398324805,-1.143625342423583,-1.3035394036766228,-0.5482554622683781,-1.0896726055320847,-0.45912072520836905,0.9203836492347559,-0.4390176993009034,-1.396337054236548,,1.9902700256464367,0.2182983832831728,0.2893985826928265
